Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Loan_Status,Disbursed_Date
L00370,C11480,B01,Education Loan,3318535,11.5,4,Active,2023-12-10
L00371,C05730,B05,Home Loan,4428050,11.5,12,Active,2024-06-06
L00372,C12447,B01,Education Loan,4497586,8.8,10,Active,2023-11-15
L00373,C18288,B03,Car Loan,2863710,12.9,16,Closed,2023-09-29
L00374,C16890,B01,Home Loan,816461,14.0,7,Delayed,2023-06-04
L00375,C06433,B04,Personal Loan,2901860,9.2,5,Active,2022-01-16
L00376,C01892,B02,Car Loan,3154974,12.7,16,Active,2022-09-11
L00377,C02441,B04,Personal Loan,3774725,11.0,29,Delayed,2022-08-16
L00378,C04214,B01,Car Loan,3534202,15.8,17,Active,2023-12-01
L00379,C12380,B03,Home Loan,1884366,8.1,14,Delayed,2022-12-06
L00380,C09865,B03,Education Loan,4173086,10.8,6,Actve,2023-08-16
L00381,C05636,B03,Education Loan,3375135,11.0,16,Active,2022-07-11
L00382,C03913,B02,Personal Loan,3799034,11.5,21,Active,2022-01-26
L00383,C10400,B02,Home Loan,2229782,10.1,18,Closed,2024-06-11
L00384,C19229,B05,Car Loan,1812776,9.9,28,Active,2024-03-08
L00385,C15360,B04,Personal Loan,4624759,10.5,23,Active,2022-03-17
L00386,C05128,B03,Education Loan,3446084,8.9,21,Active,2022-03-11
L00387,C11312,B05,Education Loan,1907752,8.6,19,Active,2023-10-29
L00388,C10167,B01,Education Loan,1996898,15.1,16,Closed,2022-07-28
L00389,C16176,B03,Car Loan,3253668,11.8,19,Closed,2022-10-03
L00390,C06890,B04,Personal Loan,2431662,14.1,8,Active,2022-08-16
L00391,C06895,B01,Education Loan,294245,10.4,14,Active,2024-04-15
L00392,C08961,B04,Car Loan,626399,15.4,17,Closed,2023-01-28
L00393,C03374,B04,Personal Loan,2993357,14.4,16,Active,2023-06-04
L00394,C17399,B03,Education Loan,1028360,15.7,27,Active,2024-02-03
L00395,C07894,B04,Car Loan,3922719,14.0,20,Active,2022-05-01
L00396,C17220,B05,Home Loan,1861285,13.6,24,Active,2022-04-07
L00397,C08239,B02,Home Loan,4198393,12.5,17,Active,2022-10-08
L00398,C13518,B02,Car Loan,3938607,14.3,16,Active,2022-09-27
L00399,C14320,B03,Education Loan,4411844,10.2,10,Active,2023-04-07
L00400,C15827,B05,Personal Loan,3194003,8.1,16,Active,2023-09-10
L00401,C13737,B03,Education Loan,2624469,10.6,27,Active,2022-11-21
L00402,C13794,B05,Personal Loan,3459058,14.1,27,Closed,2022-12-04
L00403,C06188,B04,Personal Loan,3015469,8.4,19,Active,2023-12-23
L00404,C01253,B01,Home Loan,4588699,15.1,6,Default,2024-04-02
L00405,C18587,B04,Car Loan,1726735,12.1,24,Active,2022-08-17
L00406,C16893,B05,Car Loan,696047,14.3,10,Active,2023-11-04
L00407,C05512,B03,Personal Loan,4776925,11.8,22,Delayed,2022-11-25
L00408,C00420,B02,Personal Loan,4171695,14.7,6,Closed,2023-10-09
L00409,C19930,B05,Home Loan,3235060,16.0,28,Active,2022-09-27
L00410,C01647,B01,Personal Loan,920392,14.4,23,Active,2023-04-17
L00411,C00655,B05,Car Loan,1429509,15.0,20,Active,2022-05-24
L00412,C19769,B01,Education Loan,1733878,-1.0,21,Active,2023-10-11
L00413,C13475,B01,Education Loan,4481022,11.3,18,Closed,2022-04-28
L00414,C12045,B03,Home Loan,1935806,10.5,23,Active,2022-08-13
L00415,C12405,B01,Home Loan,3258123,12.3,9,Active,2023-12-20
L00416,C14829,B04,Education Loan,4698509,9.2,19,Closed,2023-06-10
L00417,C11699,B03,Personal Loan,3485688,11.2,20,Active,2024-02-17
L00418,C14940,B04,Home Loan,2895089,8.6,25,Active,2022-09-26
L00419,C15583,B04,Home Loan,806834,10.1,23,Active,2024-05-24
L00420,C04227,B04,Home Loan,1478607,13.5,25,Active,2023-04-23
L00421,C11818,B01,Personal Loan,300052,8.1,28,Active,2023-01-07
L00422,C06640,B05,Car Loan,983343,15.3,27,Active,2022-10-16
L00423,C12199,B05,Car Loan,3019934,7.9,5,Active,2022-07-08
L00424,C03406,B03,Education Loan,3435265,9.7,5,Active,2024-03-28
L00425,C17548,B01,Car Loan,1007433,15.6,26,Active,2023-06-24
L00426,C05311,B04,Personal Loan,1787828,14.9,4,Closed,2023-10-15
L00427,C03735,B04,Personal Loan,3504202,8.3,30,Active,2022-09-02
L00428,C02436,B01,Personal Loan,527404,14.9,16,Active,
L00429,C10624,B05,Education Loan,3098646,14.7,14,Active,2024-04-25
L00430,C07121,B04,Education Loan,2444807,11.6,5,Delayed,2023-11-19
L00431,C14243,B01,Education Loan,1765604,14.9,18,Closed,2022-07-10
L00432,C08352,B04,Personal Loan,2439839,11.6,8,Delayed,2023-11-22
L00433,C06158,B05,Car Loan,2292799,8.7,26,Active,2022-05-20
L00434,C06282,B05,Education Loan,4406156,9.4,15,Active,2022-07-04
L00435,C04390,B05,Personal Loan,4180765,10.3,6,Active,2023-03-17
L00436,C13954,B05,Personal Loan,4700128,10.4,28,Default,2023-01-02
L00437,C02579,B01,Car Loan,3463617,13.8,6,Active,2023-05-13
L00438,C18227,B01,Education Loan,2500776,9.3,11,Delayed,2024-05-30
L00439,C05254,B02,Car Loan,1688033,13.9,24,Delayed,2022-10-01
L00440,C00198,B05,Car Loan,3012761,12.2,30,Delayed,2023-02-13
L00441,C13322,B05,Personal Loan,2607869,12.6,21,Active,2022-08-19
L00442,C14224,B01,Home Loan,4312884,13.5,27,Active,2023-07-06
L00443,C12300,B05,Car Loan,2380065,14.2,12,Closed,2022-02-02
L00444,C07225,B02,Car Loan,3512666,10.8,18,Closed,2023-09-28
L00445,C03436,B03,Car Loan,431811,13.3,12,Actve,2024-02-25
L00446,C17467,B04,Home Loan,2295950,7.9,17,Closed,2022-03-12
L00447,C09824,B01,Home Loan,1920703,14.1,4,Closed,2023-08-03
L00448,C09511,B02,Education Loan,3283934,14.0,25,Active,2022-04-10
L00449,C04276,B02,Personal Loan,785626,15.8,12,Active,2023-11-22
L00450,C15639,B02,Home Loan,867175,9.0,4,Active,2024-02-17
L00451,C18720,B02,Education Loan,1018411,8.6,11,Active,2022-10-20
L00452,C12903,B03,Home Loan,2908190,15.3,10,Delayed,2023-07-03
L00453,C14483,B04,Education Loan,1818731,10.3,5,Active,2024-06-08
L00454,C14183,B01,Education Loan,594927,12.7,10,Active,2022-06-15
L00455,C03467,B04,Education Loan,4979183,15.6,13,Default,2022-02-15
L00456,C09275,B01,Car Loan,3201432,13.2,5,Active,2023-12-10
L00457,C05795,B04,Education Loan,3055642,9.8,30,Active,2024-04-22
L00458,C08054,B01,Car Loan,3298206,8.6,4,Delayed,2023-10-05
L00459,C17062,B05,Car Loan,1686700,10.4,12,Active,2023-08-25
L00460,C16626,B02,Education Loan,356569,13.2,24,Active,2022-08-13
L00461,C11143,B01,Education Loan,988883,15.6,22,Active,2023-02-14
L00462,C02336,B01,Personal Loan,4100879,8.0,5,Delayed,2023-07-22
L00463,C07120,B02,Car Loan,2031046,11.2,22,Active,2024-01-22
L00464,C14467,B05,Car Loan,4904643,14.3,16,Active,2024-05-25
L00465,C11969,B02,Personal Loan,1521074,14.9,25,Closed,2022-07-21
L00466,C11171,B03,Personal Loan,2448214,14.8,20,Default,2023-09-24
L00467,C07790,B04,Education Loan,4391971,14.1,26,Delayed,2024-02-19
L00468,C19390,B02,Home Loan,3703440,9.1,17,Active,2022-02-17
L00469,C18229,B04,Personal Loan,2727418,10.5,3,Active,2024-03-21
L00470,C12886,B03,Car Loan,2999201,12.5,24,Active,2023-12-27
L00471,C17471,B05,Personal Loan,4686692,8.6,30,Delayed,2023-06-13
L00472,C03580,B04,Home Loan,2581433,10.8,8,Default,2023-07-09
L00473,C03208,B02,Personal Loan,1761546,9.3,11,Active,2024-02-10
L00474,C14274,B03,Home Loan,3860811,10.0,29,Delayed,2023-03-03
L00475,C13549,B05,Education Loan,817810,14.3,19,Delayed,2022-06-01
L00476,C04884,B02,Car Loan,396797,13.3,6,Active,2023-01-18
L00477,C16752,B03,Home Loan,4292886,7.5,25,Active,2023-08-30
L00478,C14949,B05,Personal Loan,4541152,15.4,27,Active,2024-04-25
L00479,C04225,B01,Car Loan,3268692,12.0,24,Active,2022-01-27
L00480,C12202,B05,Education Loan,1152027,13.1,15,Closed,2023-01-25
L00481,C17431,B05,Education Loan,3518667,12.8,22,Delayed,2023-05-04
L00482,C15383,B03,Personal Loan,4750230,8.1,7,Active,2022-02-13
L00483,C08392,B02,Education Loan,942660,15.1,5,Delayed,2023-02-22
L00484,C16372,B01,Home Loan,1093619,13.3,23,Active,2023-03-17
L00485,C06155,B04,Personal Loan,1706579,9.7,16,Active,2023-03-23
L00486,C19499,B02,Education Loan,1550426,8.2,13,Active,2022-10-12
L00487,C19682,B03,Car Loan,479117,15.9,19,Default,2022-09-08
L00488,C06031,B01,Car Loan,610069,15.5,8,Delayed,2022-02-11
L00489,C13761,B03,Education Loan,1510661,13.6,5,Active,2022-11-30
L00490,C19255,B01,Education Loan,1415621,12.0,27,Delayed,
L00491,C05811,B03,Education Loan,3429995,12.5,26,Active,2023-12-11
L00492,C14313,B05,Personal Loan,3901713,11.7,6,Active,2022-03-07
L00493,C10594,B05,Car Loan,4076894,14.8,20,Active,2023-08-25
L00494,C08871,B05,Home Loan,4451179,13.8,30,Active,2023-04-09
L00495,C12870,B03,Personal Loan,4691693,8.1,24,Active,2024-02-26
L00496,C09540,B04,Home Loan,3798665,10.3,28,Delayed,2022-09-01
L00497,C14239,B01,Education Loan,1861180,13.7,27,Default,2024-03-13
L00498,C19198,B04,Home Loan,1314547,15.9,4,Active,2023-09-13
L00499,C04188,B05,Car Loan,1447540,13.9,7,Active,2023-07-22
L00500,C03524,B01,Education Loan,3645036,11.7,16,Delayed,2022-07-18
L00501,C12332,B02,Home Loan,4283336,14.0,5,Closed,2022-09-15
L00502,C19228,B05,Personal Loan,391383,13.7,21,Delayed,2024-01-07
L00503,C16946,B03,Education Loan,1925498,13.6,9,Closed,2024-04-14
L00504,C08097,B04,Home Loan,2434183,15.5,25,Active,2024-06-13
L00505,C16074,B05,Personal Loan,2169411,12.7,4,Active,2024-03-17
L00506,C18237,B05,Personal Loan,2849494,11.9,25,Active,2022-05-30
L00507,C05886,B01,Education Loan,1244168,13.8,7,Delayed,2024-05-03
L00508,C02096,B02,Home Loan,652639,15.0,3,Active,2023-10-16
L00509,C19404,B02,Personal Loan,454049,12.8,6,Active,2023-07-29
L00510,C03178,B05,Personal Loan,216560,7.7,23,Default,2023-12-29
L00511,C00252,B05,Car Loan,1124050,8.1,29,Default,2023-10-22
L00512,C06384,B05,Car Loan,3873813,14.6,3,Active,2023-05-14
L00513,C15581,B01,Education Loan,1084205,11.8,4,Delayed,2022-12-13
L00514,C14931,B04,Home Loan,2053228,15.9,28,Closed,2023-04-01
L00515,C06343,B03,Personal Loan,3761782,9.3,24,Default,2023-08-02
L00516,C13717,B04,Personal Loan,4998576,13.5,26,Actve,2022-05-10
L00517,C18825,B01,Personal Loan,3268799,11.1,27,Active,2023-03-22
L00518,C00140,B01,Education Loan,782890,7.7,15,Active,2023-12-06
L00519,C17222,B02,Personal Loan,514621,10.6,24,Active,2022-11-15
L00520,C12012,B02,Education Loan,915484,9.1,27,Active,2022-08-13
L00521,C17624,B04,Education Loan,280496,12.1,18,Active,2024-05-09
L00522,C00981,B01,Education Loan,1196810,14.9,18,Default,2022-08-18
L00523,C05038,B05,Personal Loan,99999999,15.9,13,Active,2023-11-22
L00524,C07659,B01,Home Loan,4210680,12.2,27,Active,2022-04-20
L00525,C15929,B03,Home Loan,2922699,15.4,4,Active,2022-09-10
L00526,C13546,B03,Personal Loan,4312456,14.9,18,Active,2022-07-15
L00527,C06654,B02,Car Loan,3422216,9.2,24,Closed,2023-01-03
L00528,C04837,B01,Home Loan,625639,7.7,3,Default,2023-08-09
L00529,C08945,B01,Personal Loan,1653213,14.8,19,Active,2024-06-15
L00530,C03314,B02,Car Loan,2499335,12.4,16,Active,2024-03-31
L00531,C18087,B03,Home Loan,2897570,14.1,9,Active,2024-06-16
L00532,C16620,B01,Car Loan,3864480,13.0,11,Closed,2024-01-31
L00533,C14410,B05,Education Loan,3105589,9.4,19,Active,2022-11-23
L00534,C09582,B05,Home Loan,3973720,11.3,5,Active,2024-03-18
L00535,C12812,B04,Education Loan,347380,10.5,13,Active,2024-05-26
L00536,C05075,B05,Education Loan,1866812,13.4,29,Active,2023-01-04
L00537,C02580,B02,Education Loan,4956137,8.0,20,Closed,2023-09-04
L00538,C04656,B05,Home Loan,873704,11.3,30,Delayed,2022-06-16
L00539,C10766,B01,Car Loan,4736274,9.6,18,Closed,2023-12-24
L00540,C19183,B04,Education Loan,1819103,13.5,16,Active,2022-09-21
L00541,C02471,B03,Car Loan,2005212,11.4,9,Active,2024-03-30
L00542,C06098,B03,Car Loan,701475,13.5,12,Closed,2023-08-26
L00543,C01501,B05,Education Loan,3048805,14.2,8,Active,2022-06-22
L00544,C08822,B02,Personal Loan,1378338,14.0,28,Active,2023-05-18
L00545,C18932,B03,Car Loan,2021676,15.4,10,Active,2023-06-12
L00546,C01022,B03,Home Loan,3736106,8.3,9,Active,2023-05-19
L00547,C11848,B03,Personal Loan,4226942,8.2,17,Active,2023-12-25
L00548,C03096,B02,Car Loan,3683679,9.5,30,Active,2023-12-16
L00549,C00123,B04,Car Loan,634272,11.4,29,Closed,2023-06-14
L00550,C10761,B03,Car Loan,3176063,11.7,16,Active,2023-12-13
L00551,C09381,B01,Education Loan,1038116,15.1,21,Active,2022-12-02
L00552,C18007,B03,Personal Loan,4630728,15.9,13,Active,2023-06-26
L00553,C05735,B04,Personal Loan,3688491,10.4,27,Active,2022-09-21
L00554,C12687,B01,Home Loan,2951815,15.6,24,Closed,2023-06-11
L00555,C03079,B01,Education Loan,1376417,9.7,8,Active,2024-04-07
L00556,C11574,B03,Car Loan,4955282,9.1,29,Closed,2023-07-24
L00557,C16383,B01,Education Loan,4935990,13.4,3,Active,2023-08-29
L00558,C07711,B03,Education Loan,99999999,10.7,25,Delayed,2023-07-20
L00559,C03073,B01,Home Loan,4209371,14.3,14,Closed,2022-07-28
L00560,C10110,B05,Car Loan,3562958,15.2,23,Closed,2022-10-12
L00561,C03328,B04,Personal Loan,4181291,12.3,16,Delayed,2024-06-07
L00562,C12927,B04,Personal Loan,831734,14.9,5,Active,2023-10-10
L00563,C04653,B05,Car Loan,1005117,10.2,7,Active,2023-07-15
L00564,C13211,B04,Car Loan,1548568,8.1,6,Closed,2024-04-09
L00565,C14249,B01,Personal Loan,1158966,12.2,25,Active,2024-04-19
L00566,C19982,B05,Personal Loan,3639818,15.7,27,Active,2022-06-29
L00567,C03815,B03,Car Loan,4095047,12.8,29,Delayed,2022-01-04
L00568,C18630,B04,Personal Loan,3555379,13.7,20,Active,2022-05-01
L00569,C06428,B05,Home Loan,2232780,15.2,17,Active,2024-05-29
L00570,C03092,B03,Car Loan,3581336,14.1,22,Active,2022-09-12
L00571,C18047,B05,Personal Loan,3775923,12.6,11,Delayed,2023-11-15
L00572,C11412,B05,Education Loan,600804,14.4,23,Active,2023-01-31
L00573,C11303,B03,Car Loan,3202039,10.3,13,Active,2023-07-24
L00574,C06036,B01,Personal Loan,286034,12.4,6,Active,2023-11-12
L00575,C03461,B04,Home Loan,4377158,15.0,23,Active,2023-06-27
L00576,C01229,B05,Personal Loan,376509,11.1,11,Active,2024-06-15
L00577,C17199,B01,Personal Loan,4027149,14.5,9,Active,2022-05-12
L00578,C00413,B05,Personal Loan,480779,13.7,23,Delayed,2022-11-03
L00579,C10244,B04,Home Loan,3414417,10.3,8,Active,2023-11-17
L00580,C05337,B01,Education Loan,562878,13.0,30,Delayed,2023-10-10
L00581,C16685,B04,Education Loan,3248135,11.2,3,Active,2022-04-26
L00582,C14053,B04,Education Loan,1311000,10.5,29,Active,2024-03-06
L00583,C01575,B03,Home Loan,4031029,-1.0,9,Active,2023-07-28
L00584,C02565,B03,Home Loan,4904524,8.8,6,Active,2022-01-20
L00585,C03237,B01,Car Loan,2579909,13.1,9,Default,2023-02-18
L00586,C14266,B05,Education Loan,1187455,8.8,18,Active,2023-02-18
L00587,C01837,B02,Car Loan,2706124,11.7,25,Delayed,2024-01-16
L00588,C04692,B02,Car Loan,793943,14.0,6,Active,2023-05-26
L00589,C09625,B01,Education Loan,4716738,13.1,3,Active,2022-07-03
L00590,C03701,B02,Home Loan,370034,10.7,19,Closed,2022-01-09
L00591,C07748,B01,Personal Loan,4010456,11.3,19,Active,2022-04-04
L00592,C06081,B05,Personal Loan,3786638,9.6,19,Active,2024-04-18
L00593,C08321,B05,Car Loan,4430538,11.0,3,Closed,2022-08-09
L00594,C00557,B01,Personal Loan,3943014,15.2,8,Default,2023-09-13
L00595,C07331,B01,Car Loan,3434547,14.7,17,Delayed,2022-09-03
L00596,C10731,B03,Education Loan,1174375,8.3,30,Delayed,2023-03-10
L00597,C08483,B02,Personal Loan,2001254,9.1,23,Active,2024-04-21
L00598,C18829,B01,Home Loan,2880040,7.8,10,Closed,2024-05-12
L00599,C07625,B04,Education Loan,4640387,11.0,9,Active,2022-12-14
L00600,C06088,B05,Education Loan,3063699,14.5,27,Delayed,2023-11-21
L00601,C03194,B02,Car Loan,1409351,-1.0,4,Closed,2023-07-26
L00602,C12283,B03,Personal Loan,1868821,9.5,30,Active,2023-12-16
L00603,C11382,B03,Education Loan,1724759,10.8,30,Active,2023-04-28
L00604,C01044,B02,Car Loan,3470201,8.3,30,Active,2023-10-26
L00605,C17384,B01,Personal Loan,1287666,10.8,10,Delayed,2023-04-26
L00606,C19570,B04,Education Loan,4971857,10.7,23,Active,2023-11-02
L00607,C19882,B05,Personal Loan,3629437,9.8,4,Closed,2023-12-19
L00608,C15563,B04,Car Loan,1277425,9.3,24,Closed,2024-02-03
L00609,C02347,B05,Home Loan,3016532,9.3,30,Active,2023-02-08
L00610,C17927,B05,Home Loan,1492782,8.7,12,Active,2023-04-17
L00611,C08225,B02,Home Loan,2955135,8.7,15,Active,2022-03-01
L00612,C17277,B05,Car Loan,2584773,15.8,13,Delayed,2022-03-27
L00613,C04822,B02,Car Loan,3567159,13.1,24,Closed,2024-06-07
L00614,C13733,B02,Car Loan,1212851,12.9,30,Active,2023-03-09
L00615,C11339,B04,Personal Loan,4175584,10.8,8,Active,2022-04-30
L00616,C09178,B02,Car Loan,3928706,8.9,5,Delayed,2023-09-26
L00617,C07208,B04,Car Loan,1452786,11.6,17,Active,2022-08-29
L00618,C01070,B01,Education Loan,4166739,10.7,17,Delayed,2023-10-19
L00619,C17556,B01,Car Loan,3861385,9.6,19,Default,2024-06-10
L00620,C14461,B04,Home Loan,1747156,14.0,9,Active,2022-10-27
L00621,C18705,B03,Car Loan,2702019,9.5,4,Active,2022-12-06
L00622,C10339,B05,Car Loan,208848,13.6,7,Active,2024-05-03
L00623,C06502,B01,Education Loan,4477596,8.6,6,Active,2022-09-16
L00624,C12313,B04,Home Loan,3495613,11.7,11,Closed,2024-03-08
L00625,C07129,B02,Home Loan,391428,13.3,24,Active,2022-02-03
L00626,C18783,B03,Car Loan,3836989,13.3,25,Delayed,2023-02-11
L00627,C10700,B03,Home Loan,1325239,15.8,18,Active,2023-04-09
L00628,C13551,B05,Education Loan,2636609,11.3,22,Closed,2022-03-01
L00629,C12711,B02,Home Loan,1062893,10.7,22,Closed,2023-06-20
L00630,C07772,B02,Personal Loan,264839,13.8,16,Active,2024-04-15
L00631,C15050,B03,Car Loan,468431,8.0,7,Active,2023-08-01
L00632,C09827,B05,Education Loan,99999999,11.7,15,Delayed,2023-04-24
L00633,C02002,B02,Personal Loan,3408616,14.9,15,Delayed,2023-12-01
L00634,C08176,B03,Education Loan,4682257,9.8,12,Active,2023-10-14
L00635,C01022,B01,Personal Loan,3993602,11.8,3,Active,2023-09-09
L00636,C14702,B04,Education Loan,4768702,8.9,24,Default,2024-01-22
L00637,C13565,B01,Personal Loan,2724587,15.5,5,Active,2022-07-22
L00638,C17925,B01,Home Loan,1867749,14.7,7,Active,2023-11-20
L00639,C09574,B02,Personal Loan,4202351,14.0,27,Delayed,2023-03-28
L00640,C19831,B01,Car Loan,1223298,8.7,9,Active,2022-07-04
L00641,C13456,B03,Home Loan,3264362,11.8,30,Default,2022-12-19
L00642,C07721,B02,Car Loan,868868,9.3,15,Default,2023-12-02
L00643,C06033,B02,Car Loan,3297758,15.3,14,Active,2022-11-10
L00644,C18955,B05,Education Loan,1423633,15.4,7,Active,2023-08-30
L00645,C03444,B04,Personal Loan,3843992,13.7,22,Active,2022-09-25
L00646,C00331,B01,Education Loan,4834595,13.1,18,Default,2024-01-20
L00647,C02226,B04,Car Loan,3450585,9.6,13,Active,2023-10-24
L00648,C13790,B04,Car Loan,2571722,8.1,11,Default,2023-04-15
L00649,C15727,B05,Car Loan,3665786,14.6,23,Active,2023-06-02
L00650,C10183,B03,Personal Loan,4822350,9.5,22,Delayed,2024-06-01
L00651,C08061,B05,Car Loan,4038946,9.8,28,Closed,2022-04-29
L00652,C03665,B05,Car Loan,2134949,9.7,3,Active,2024-03-14
L00653,C01658,B02,Car Loan,2825996,10.5,4,Active,2022-01-14
L00654,C14904,B01,Education Loan,2363254,10.3,17,Active,2022-04-25
L00655,C04936,B05,Home Loan,2664970,9.7,7,Default,2024-05-29
L00656,C19694,B04,Education Loan,3597576,8.6,30,Active,2022-08-21
L00657,C17231,B05,Education Loan,1241516,14.1,17,Active,2023-10-19
L00658,C15410,B01,Car Loan,4055491,15.5,25,Active,2023-02-04
L00659,C09631,B02,Home Loan,2640490,8.8,25,Closed,2022-05-10
L00660,C07167,B01,Car Loan,1324167,12.4,6,Active,2022-07-02
L00661,C17067,B02,Education Loan,4538009,11.2,16,Active,
L00662,C00957,B04,Home Loan,4972663,11.3,12,Delayed,
L00663,C18907,B01,Home Loan,2768500,13.9,21,Active,2022-12-18
L00664,C16467,B02,Home Loan,387536,13.9,27,Active,2022-08-26
L00665,C01340,B05,Car Loan,3008318,8.0,14,Active,2023-03-21
L00666,C04389,B02,Personal Loan,440939,15.1,4,Active,2022-12-30
L00667,C18865,B03,Personal Loan,4354951,7.6,3,Active,2023-11-17
L00668,C13259,B03,Car Loan,750342,11.2,22,Active,2022-12-06
L00669,C07422,B02,Home Loan,3796284,8.3,7,Closed,2022-03-22
L00670,C16667,B05,Education Loan,2907089,13.2,5,Active,2024-02-12
L00671,C13966,B05,Education Loan,3598860,11.0,18,Closed,2023-11-27
L00672,C18486,B02,Car Loan,3256218,8.7,10,Active,2023-07-21
L00673,C08063,B05,Personal Loan,1763138,10.4,18,Active,2024-06-17
L00674,C11766,B03,Car Loan,99999999,-1.0,30,Active,2023-10-05
L00675,C12293,B04,Education Loan,4022634,13.1,13,Active,2023-08-18
L00676,C00852,B02,Personal Loan,2355548,13.2,27,Active,2024-04-21
L00677,C13396,B02,Car Loan,4341311,12.2,8,Delayed,2023-02-09
L00678,C14348,B05,Car Loan,3963022,14.1,14,Delayed,2023-08-06
L00679,C02660,B02,Home Loan,1884827,7.7,7,Closed,2023-05-11
L00680,C16231,B03,Education Loan,3143355,13.1,21,Default,2022-01-16
L00681,C08623,B04,Education Loan,1105150,13.1,9,Closed,2022-01-11
L00682,C08536,B02,Car Loan,2187628,11.4,15,Active,2024-04-05
L00683,C04132,B04,Home Loan,2074620,14.6,7,Active,2023-10-21
L00684,C17041,B02,Home Loan,2953482,8.1,4,Active,2024-03-18
L00685,C02387,B03,Car Loan,1782592,14.0,30,Active,2023-04-13
L00686,C19574,B05,Home Loan,1230768,10.2,26,Closed,2024-04-12
L00687,C11839,B04,Personal Loan,1981624,7.8,22,Delayed,2022-06-09
L00688,C04725,B05,Home Loan,3864816,7.7,25,Closed,2022-11-04
L00689,C13606,B01,Home Loan,369136,9.6,5,Active,2024-02-06
L00690,C14325,B05,Car Loan,2800965,12.5,29,Active,2022-02-04
L00691,C05152,B03,Personal Loan,2890040,12.7,20,Active,2024-02-11
L00692,C17534,B04,Car Loan,4153817,8.5,5,Active,2023-04-14
L00693,C00147,B02,Education Loan,1212789,10.0,28,Default,2022-04-02
L00694,C02544,B04,Car Loan,1961669,8.4,8,Closed,2023-11-21
L00695,C19416,B05,Personal Loan,384181,14.6,10,Active,2023-01-26
L00696,C15207,B03,Car Loan,1116768,14.8,11,Active,2024-02-25
L00697,C09497,B03,Car Loan,3734727,9.2,7,Active,2022-04-03
L00698,C06320,B03,Personal Loan,2524541,15.1,20,Active,2022-02-09
L00699,C13037,B02,Education Loan,3703505,8.2,21,Active,2023-08-19
L00700,C13806,B03,Home Loan,2559659,12.1,29,Closed,2023-04-18
L00701,C01505,B01,Education Loan,3663465,13.6,24,Active,2022-07-24
L00702,C08664,B04,Education Loan,1730785,10.9,26,Active,2022-05-13
L00703,C12405,B05,Personal Loan,3003714,8.3,11,Active,2023-09-27
L00704,C11766,B04,Personal Loan,3101101,14.0,27,Actve,2024-05-29
L00705,C15253,B05,Education Loan,3352095,14.2,24,Active,2022-01-14
L00706,C18239,B03,Car Loan,1638413,10.3,30,Active,2023-01-17
L00707,C00948,B04,Education Loan,1713285,-1.0,7,Active,2024-06-15
L00708,C10649,B03,Car Loan,3044984,15.3,23,Active,2022-08-17
