Alert_ID,Customer_ID,Alert_Date,Alert_Type,Risk_Level
F000551,C19992,2023-08-04,High Amount,Medium
F000552,C10174,2023-07-23,High Amount,High
F000553,C12639,2023-09-17,Multiple Transactions,Medium
F000554,C15239,2023-08-12,High Amount,Medium
F000555,C13718,2023-09-28,High Amount,
F000556,C05741,2023-01-27,Location Mismatch,Low
F000557,C03772,2023-12-24,High Amount,Medium
F000558,C10272,2023-01-20,Location Mismatch,Medium
F000559,C06162,2023-01-24,High Amount,Low
F000560,C10114,2023-03-01,High Amount,Low
F000561,C15225,2023-01-20,Location Mismatch,Medium
F000562,C02578,2023-05-05,High Amount,Medium
F000563,C12848,2023-09-18,Multiple Transactions,High
F000564,C09538,2023-10-06,Location Mismatch,High
F000565,C08485,2023-06-29,High Amount,Low
F000566,C05501,2023-08-20,Location Mismatch,High
F000567,C13672,2023-01-02,Location Mismatch,Low
F000568,C02807,2023-09-18,HighAmount,Low
F000569,C18339,2023-02-07,Multiple Transactions,High
F000570,C07744,2023-01-19,Multiple Transactions,Low
F000571,C01429,2023-05-27,Multiple Transactions,High
F000572,C16896,2023-12-05,High Amount,Low
F000573,C16577,2023-07-08,Location Mismatch,Low
F000574,C14839,2023-10-29,Multiple Transactions,High
F000575,C03847,2023-03-26,Location Mismatch,Low
F000576,C12614,2023-03-12,High Amount,Medium
F000577,C00208,2023-06-18,HighAmount,Medium
F000578,C11101,2023-01-04,Multiple Transactions,Low
F000579,C12574,2023-12-24,Location Mismatch,Low
F000580,C10761,2023-11-21,High Amount,High
F000581,C08086,2023-03-23,Multiple Transactions,Medium
F000582,C05710,2023-02-21,Location Mismatch,Medium
F000583,C08400,2023-07-24,Location Mismatch,High
F000584,C19674,2023-12-08,Multiple Transactions,Medium
F000585,C03448,2023-04-12,High Amount,Medium
F000586,C14847,2023-01-28,Location Mismatch,High
F000587,C08884,2023-06-11,Multiple Transactions,Medium
F000588,C03641,2023-04-30,High Amount,Medium
F000589,C19615,2023-03-14,Multiple Transactions,Medium
F000590,C06400,2023-04-20,Multiple Transactions,High
F000591,C18617,2023-06-28,Multiple Transactions,High
F000592,C05503,2023-06-03,Location Mismatch,Medium
F000593,C08678,2023-06-21,Multiple Transactions,High
F000594,C02727,2023-01-14,Multiple Transactions,High
F000595,C10300,2023-01-20,Multiple Transactions,Low
F000596,C08943,2023-06-02,Multiple Transactions,Medium
F000597,C14273,2023-06-20,Multiple Transactions,Medium
F000598,C17732,2023-08-21,High Amount,High
F000599,C18910,2023-12-19,High Amount,Medium
F000600,C16870,2023-11-19,High Amount,High
F000601,C18761,2023-08-18,Location Mismatch,Low
F000602,C05268,2023-04-27,Location Mismatch,Low
F000603,C11089,2023-06-03,Location Mismatch,Medium
F000604,C17451,2023-10-09,Location Mismatch,High
F000605,C14995,2023-11-01,High Amount,Medium
F000606,C11334,2023-08-18,Multiple Transactions,High
F000607,C11805,2023-04-26,High Amount,Medium
F000608,C14831,2023-09-01,Multiple Transactions,Low
F000609,C10936,2023-06-12,High Amount,Medium
F000610,C17937,2023-01-04,Location Mismatch,Low
F000611,C04861,2023-05-19,Multiple Transactions,Medium
F000612,C11544,2023-01-18,HighAmount,High
F000613,C02022,2023-06-21,Multiple Transactions,Low
F000614,C00862,2023-06-14,Multiple Transactions,High
F000615,C19168,2023-07-19,High Amount,Medium
F000616,C04939,2023-08-16,High Amount,Medium
F000617,C00630,2023-10-04,High Amount,High
F000618,C11489,2023-08-03,Location Mismatch,High
F000619,C01831,2023-11-12,Location Mismatch,Medium
F000620,C14285,2023-09-17,Multiple Transactions,High
F000621,C09854,2023-08-17,Location Mismatch,Medium
F000622,C07938,2023-10-13,Location Mismatch,High
F000623,C04211,2023-02-26,Location Mismatch,Low
F000624,C17854,2023-09-19,Multiple Transactions,High
F000625,C06118,2023-06-19,Location Mismatch,
F000626,C05133,2023-03-26,Location Mismatch,High
F000627,C18560,2023-11-23,High Amount,Medium
F000628,C17224,2023-09-01,Location Mismatch,High
F000629,C09541,2023-01-07,Multiple Transactions,Medium
F000630,C09322,2023-02-10,High Amount,Low
F000631,C10803,2023-08-08,High Amount,Low
F000632,C10836,2023-07-25,Multiple Transactions,Low
F000633,C02628,2023-08-21,Location Mismatch,Medium
F000634,C17354,2023-12-04,Location Mismatch,Medium
F000635,C14744,2023-11-03,Multiple Transactions,
F000636,C14243,2023-07-01,High Amount,Medium
F000637,C12673,2023-03-08,Location Mismatch,Medium
F000638,C07507,2023-03-10,Multiple Transactions,High
F000639,C13305,2023-10-27,Multiple Transactions,High
F000640,C11770,2023-07-06,Multiple Transactions,Medium
F000641,C15519,2023-11-30,Multiple Transactions,High
F000642,C09979,2023-10-22,Location Mismatch,Low
F000643,C07382,2023-01-19,High Amount,Medium
F000644,C19334,2023-01-12,High Amount,Medium
F000645,C05884,2023-09-28,Location Mismatch,High
F000646,C00269,2023-02-24,Multiple Transactions,Medium
F000647,C03348,2023-02-24,Multiple Transactions,Low
F000648,C04417,2023-09-07,High Amount,High
F000649,C02644,2023-12-04,High Amount,Low
F000650,C01954,2023-10-21,Multiple Transactions,Medium
F000651,C09358,2023-08-23,Multiple Transactions,Medium
F000652,C08684,2023-03-08,Location Mismatch,Low
F000653,C05250,2023-12-01,Location Mismatch,Medium
F000654,C06383,2023-05-19,Multiple Transactions,Medium
F000655,C06575,2023-03-07,High Amount,High
F000656,C11449,2023-12-03,HighAmount,Medium
F000657,C12892,2023-07-20,Location Mismatch,High
F000658,C07679,2023-09-21,High Amount,Medium
F000659,C01231,2023-06-07,High Amount,Low
F000660,C03025,2023-08-03,High Amount,Low
F000661,C06309,2023-02-14,HighAmount,Low
F000662,C12915,2023-01-20,High Amount,High
F000663,C09324,2023-09-17,High Amount,Low
F000664,C03297,2023-11-06,Multiple Transactions,Medium
F000665,C09587,2023-11-09,Location Mismatch,
F000666,C01365,2023-09-26,Multiple Transactions,Low
F000667,C09244,2023-06-01,Multiple Transactions,Low
F000668,C16736,2023-05-28,Multiple Transactions,High
F000669,C13321,2023-07-09,HighAmount,Low
F000670,C18677,2023-07-18,Location Mismatch,Low
F000671,C08044,2023-05-08,High Amount,Medium
F000672,C17614,2023-08-12,Multiple Transactions,
F000673,C01904,2023-02-21,High Amount,Medium
F000674,C10115,2023-05-12,Multiple Transactions,High
F000675,C00717,2023-04-27,High Amount,Low
F000676,C06472,2023-01-15,Location Mismatch,Medium
F000677,C14634,2023-11-16,High Amount,Low
F000678,C05212,2023-04-05,Multiple Transactions,Low
F000679,C03252,2023-05-18,High Amount,Medium
F000680,C12986,2023-03-29,High Amount,High
F000681,C12336,2023-02-09,High Amount,Medium
F000682,C14704,2023-12-28,Multiple Transactions,Low
F000683,C17254,2023-12-26,Multiple Transactions,Low
F000684,C12518,2023-04-23,High Amount,High
F000685,C06312,2023-01-16,Multiple Transactions,High
F000686,C02392,2023-11-22,Multiple Transactions,Medium
F000687,C11979,2023-08-26,High Amount,Low
F000688,C03135,2023-12-15,Location Mismatch,Low
F000689,C19138,2023-06-13,Multiple Transactions,Medium
F000690,C11119,2023-01-17,Multiple Transactions,Medium
F000691,C16140,2023-08-23,Multiple Transactions,Low
F000692,C02037,2023-07-24,Location Mismatch,Low
F000693,C16864,2023-07-23,Multiple Transactions,Medium
F000694,C05693,2023-04-02,High Amount,High
F000695,C02643,2023-09-30,Multiple Transactions,Medium
F000696,C16465,2023-02-04,Location Mismatch,Medium
F000697,C11065,2023-08-30,High Amount,Medium
F000698,C17416,2023-07-08,High Amount,Medium
F000699,C19429,2023-09-27,Location Mismatch,Low
F000700,C02223,2023-04-07,Location Mismatch,Medium
F000701,C14125,2023-08-30,High Amount,High
F000702,C08195,2023-11-29,Location Mismatch,Medium
F000703,C11657,2023-07-15,HighAmount,Low
F000704,C06456,2023-02-09,High Amount,High
F000705,C09275,2023-09-08,Location Mismatch,Low
F000706,C13455,2023-12-05,High Amount,Medium
F000707,C02201,2023-03-18,High Amount,High
F000708,C01523,2023-01-10,Location Mismatch,High
F000709,C05188,2023-08-19,Location Mismatch,High
F000710,C16236,2023-08-06,High Amount,Low
F000711,C16240,2023-05-08,Multiple Transactions,Low
F000712,C15479,2023-06-02,High Amount,High
F000713,C12140,2023-07-05,Location Mismatch,Medium
F000714,C19633,2023-10-16,High Amount,
F000715,C11592,2023-03-31,Location Mismatch,Low
F000716,C02355,2023-12-11,Multiple Transactions,Low
F000717,C17391,2023-05-09,Multiple Transactions,Low
F000718,C08414,2023-08-28,Multiple Transactions,Low
F000719,C09566,2023-04-03,High Amount,Medium
F000720,C15512,2023-01-14,HighAmount,High
F000721,C00226,2023-08-26,Multiple Transactions,Medium
F000722,C13346,2023-05-30,Multiple Transactions,Low
F000723,C02446,2023-07-06,High Amount,
F000724,C05192,2023-01-14,High Amount,Medium
F000725,C11475,2023-02-11,Location Mismatch,Medium
F000726,C01604,2023-11-24,High Amount,High
F000727,C05001,2023-03-13,Multiple Transactions,Medium
F000728,C00007,2023-10-23,High Amount,High
F000729,C19353,2023-08-28,High Amount,High
F000730,C04778,2023-09-04,High Amount,High
F000731,C09008,2023-12-06,Location Mismatch,Low
F000732,C05934,2023-04-02,Multiple Transactions,Low
F000733,C14954,2023-11-01,Multiple Transactions,Medium
F000734,C03637,2023-12-26,Location Mismatch,Medium
F000735,C17167,2023-11-09,Location Mismatch,High
F000736,C04464,2023-09-06,Location Mismatch,
F000737,C14553,2023-01-14,High Amount,Medium
F000738,C11577,2023-03-10,High Amount,Low
F000739,C04952,2023-03-05,Location Mismatch,High
F000740,C12603,2023-08-03,Location Mismatch,High
F000741,C03038,2023-04-07,Multiple Transactions,Medium
F000742,C04940,2023-07-05,Location Mismatch,High
F000743,C18969,2023-07-19,High Amount,Medium
F000744,C10548,2023-07-13,Location Mismatch,
F000745,C00962,2023-12-28,High Amount,Medium
F000746,C06877,2023-10-30,Location Mismatch,Medium
F000747,C19945,2023-08-13,Location Mismatch,High
F000748,C13298,2023-03-15,Location Mismatch,High
F000749,C15073,2023-12-17,Multiple Transactions,Low
F000750,C14665,2023-06-30,Location Mismatch,Low
F000751,C16003,2023-09-13,Location Mismatch,High
F000752,C10930,2023-10-31,Location Mismatch,High
F000753,C04947,2023-08-05,High Amount,High
F000754,C11408,2023-03-17,Multiple Transactions,High
F000755,C07337,2023-05-08,High Amount,Low
F000756,C13951,2023-12-13,Multiple Transactions,Low
F000757,C10689,2023-12-19,Location Mismatch,Medium
F000758,C06088,2023-05-08,High Amount,Medium
F000759,C02790,2023-03-21,High Amount,Medium
F000760,C00954,2023-06-15,Location Mismatch,High
F000761,C06921,2023-11-10,High Amount,Low
F000762,C06999,2023-11-18,Location Mismatch,High
F000763,C18410,2023-03-24,High Amount,Low
F000764,C06394,2023-08-04,High Amount,High
F000765,C19271,2023-11-14,Location Mismatch,Low
F000766,C18923,2023-04-20,High Amount,Medium
F000767,C07118,2023-12-10,High Amount,Medium
F000768,C04755,2023-01-06,Multiple Transactions,Low
F000769,C12643,2023-10-29,Location Mismatch,Medium
F000770,C04233,2023-05-24,High Amount,Low
F000771,C10126,2023-12-24,Location Mismatch,Low
F000772,C10451,2023-01-06,Location Mismatch,Medium
F000773,C01002,2023-04-09,Location Mismatch,High
F000774,C00675,2023-04-24,Multiple Transactions,Low
F000775,C17175,2023-10-22,High Amount,Low
F000776,C00504,2023-10-24,Multiple Transactions,Low
F000777,C06501,2023-02-21,Multiple Transactions,High
F000778,C08511,2023-09-30,Location Mismatch,Low
F000779,C05413,2023-07-13,High Amount,High
F000780,C05023,2023-07-23,High Amount,High
F000781,C14924,2023-03-03,High Amount,High
F000782,C19006,2023-04-03,Multiple Transactions,High
F000783,C03304,2023-01-22,High Amount,Medium
F000784,C07031,2023-06-10,High Amount,Low
F000785,C06174,2023-03-19,Location Mismatch,Low
F000786,C12934,2023-01-28,Location Mismatch,Medium
F000787,C18795,2023-02-15,Location Mismatch,Low
F000788,C04362,2023-09-12,High Amount,High
F000789,C08666,2023-02-24,High Amount,Low
F000790,C19559,2023-09-12,Location Mismatch,High
F000791,C03583,2023-03-02,High Amount,Medium
F000792,C13135,2023-08-19,Location Mismatch,Low
F000793,C00608,2023-04-09,Location Mismatch,Low
F000794,C19195,2023-06-15,HighAmount,Low
F000795,C18253,2023-11-16,Multiple Transactions,Low
F000796,C12699,2023-01-14,High Amount,Low
F000797,C02130,2023-01-05,Location Mismatch,Medium
F000798,C00062,2023-11-29,Location Mismatch,Medium
F000799,C13666,2023-07-15,Location Mismatch,Low
F000800,C12753,2023-01-30,High Amount,Medium
F000801,C11264,2023-03-01,Multiple Transactions,Low
F000802,C05904,2023-09-22,Location Mismatch,Low
F000803,C07391,2023-04-10,Multiple Transactions,Medium
F000804,C06022,2023-10-09,Multiple Transactions,Low
F000805,C02161,2023-01-07,Multiple Transactions,High
F000806,C09368,2023-01-17,High Amount,High
F000807,C05755,2023-05-11,Multiple Transactions,High
F000808,C12746,2023-01-15,Multiple Transactions,Medium
F000809,C16953,2023-06-13,Location Mismatch,Medium
F000810,C00711,2023-07-22,Location Mismatch,High
F000811,C12650,2023-05-29,Location Mismatch,Low
F000812,C10925,2023-10-19,Location Mismatch,
F000813,C17821,2023-10-30,High Amount,Low
F000814,C18648,2023-12-09,Location Mismatch,High
F000815,C09746,2023-01-06,Location Mismatch,Low
F000816,C17435,2023-05-25,Multiple Transactions,Medium
F000817,C15972,2023-01-20,Multiple Transactions,Medium
F000818,C07858,2023-12-03,Location Mismatch,Medium
F000819,C14374,2023-02-16,Multiple Transactions,Medium
F000820,C17647,2023-06-24,High Amount,Medium
F000821,C08063,2023-05-18,Location Mismatch,Medium
F000822,C17634,2023-05-24,High Amount,High
F000823,C07722,2023-12-20,High Amount,Medium
F000824,C08787,2023-08-14,Location Mismatch,Low
F000825,C09419,2023-08-26,Location Mismatch,High
F000826,C12472,2023-02-12,Multiple Transactions,Medium
F000827,C18417,2023-03-30,High Amount,Medium
F000828,C02544,2023-01-27,Multiple Transactions,Medium
F000829,C13002,2023-04-17,HighAmount,Low
F000830,C07198,2023-04-27,High Amount,Low
F000831,C19217,2023-02-17,Location Mismatch,Medium
F000832,C15461,2023-04-07,Multiple Transactions,Medium
F000833,C09625,2023-07-26,High Amount,Low
F000834,C18435,2023-09-27,HighAmount,Medium
F000835,C09504,2023-04-02,Location Mismatch,High
F000836,C17318,2023-03-12,High Amount,Medium
F000837,C03387,2023-05-27,High Amount,Medium
F000838,C15187,2023-02-11,Multiple Transactions,Medium
F000839,C00466,2023-12-16,Multiple Transactions,High
F000840,C15097,2023-12-09,Location Mismatch,Low
F000841,C13358,2023-07-08,Location Mismatch,Medium
F000842,C08326,2023-10-30,Location Mismatch,Medium
F000843,C16962,2023-09-09,High Amount,Medium
F000844,C15112,2023-11-29,Location Mismatch,Low
F000845,C13722,2023-08-05,Multiple Transactions,Medium
F000846,C08439,2023-06-16,Location Mismatch,High
F000847,C04506,2023-01-03,Location Mismatch,High
F000848,C10830,2023-08-11,Location Mismatch,Low
F000849,C09011,2023-07-10,Multiple Transactions,Low
F000850,C15618,2023-05-17,Location Mismatch,Medium
F000851,C11124,2023-06-07,Location Mismatch,High
F000852,C09615,2023-05-10,High Amount,High
F000853,C03375,2023-01-17,Multiple Transactions,Medium
F000854,C10319,2023-03-09,Location Mismatch,High
F000855,C00980,2023-02-06,High Amount,
F000856,C14545,2023-11-22,Location Mismatch,Medium
F000857,C05805,2023-04-29,Multiple Transactions,Low
F000858,C11789,2023-02-03,Multiple Transactions,Medium
F000859,C18768,2023-08-01,Location Mismatch,Medium
F000860,C12690,2023-03-10,Location Mismatch,Low
F000861,C04476,2023-03-09,High Amount,Low
F000862,C00517,2023-01-07,Location Mismatch,High
F000863,C02290,2023-07-08,Location Mismatch,Low
F000864,C11779,2023-05-21,Location Mismatch,Medium
F000865,C15972,2023-09-07,HighAmount,High
F000866,C03410,2023-09-09,Location Mismatch,High
F000867,C03436,2023-03-11,Multiple Transactions,High
F000868,C02953,2023-11-07,Multiple Transactions,Medium
F000869,C04662,2023-04-11,Multiple Transactions,High
F000870,C00236,2023-03-15,Multiple Transactions,Low
F000871,C13953,2023-12-14,High Amount,
F000872,C11429,2023-05-11,Location Mismatch,
F000873,C12157,2023-08-20,HighAmount,Low
F000874,C14417,2023-04-16,High Amount,Low
F000875,C15388,2023-06-15,High Amount,Medium
F000876,C10050,2023-08-17,Location Mismatch,High
F000877,C01096,2023-07-17,Location Mismatch,Medium
F000878,C10405,2023-09-01,Multiple Transactions,High
F000879,C04883,2023-12-09,Multiple Transactions,High
F000880,C06839,2023-06-28,Location Mismatch,High
F000881,C12482,2023-03-03,Multiple Transactions,Medium
F000882,C02200,2023-08-03,High Amount,High
F000883,C03055,2023-05-20,High Amount,Medium
F000884,C18503,2023-01-12,HighAmount,Medium
F000885,C08072,2023-11-10,High Amount,Low
F000886,C14863,2023-11-24,High Amount,Medium
F000887,C04185,2023-06-10,High Amount,Low
F000888,C16341,2023-10-26,Multiple Transactions,Medium
F000889,C09022,2023-07-30,Location Mismatch,Medium
F000890,C18091,2023-09-29,High Amount,Medium
F000891,C19059,2023-10-04,Location Mismatch,Low
F000892,C14807,2023-10-18,Location Mismatch,Medium
F000893,C16925,2023-11-20,Location Mismatch,Medium
F000894,C01566,2023-05-28,Location Mismatch,High
F000895,C16542,2023-08-06,Multiple Transactions,Medium
F000896,C18389,2023-05-13,Location Mismatch,Medium
F000897,C06218,2023-06-08,Location Mismatch,High
F000898,C15319,2023-01-11,Multiple Transactions,Medium
F000899,C00895,2023-01-01,Location Mismatch,Low
F000900,C15213,2023-02-10,Location Mismatch,Medium
F000901,C09977,2023-02-20,High Amount,High
F000902,C00642,2023-07-11,High Amount,Low
F000903,C14741,2023-01-02,High Amount,Medium
F000904,C04269,2023-03-19,Location Mismatch,High
F000905,C12230,2023-03-20,High Amount,Medium
F000906,C15429,2023-07-03,Location Mismatch,Low
F000907,C14476,2023-12-05,High Amount,Medium
F000908,C10657,2023-01-07,Location Mismatch,Medium
F000909,C15171,2023-02-08,High Amount,Medium
F000910,C06944,2023-11-26,HighAmount,Low
F000911,C12689,2023-02-19,Location Mismatch,Low
F000912,C05657,2023-11-27,Multiple Transactions,Medium
F000913,C10812,2023-05-01,Location Mismatch,Medium
F000914,C16806,2023-06-15,High Amount,Medium
F000915,C05149,2023-06-19,High Amount,High
F000916,C04293,2023-08-16,Multiple Transactions,Low
F000917,C10123,2023-03-04,Location Mismatch,Medium
F000918,C02448,2023-02-26,High Amount,Medium
F000919,C19435,2023-07-25,Multiple Transactions,
F000920,C11077,2023-08-11,Multiple Transactions,Low
F000921,C09554,2023-06-11,Location Mismatch,Medium
F000922,C14923,2023-06-26,High Amount,High
F000923,C08000,2023-08-31,High Amount,
F000924,C10547,2023-04-19,Location Mismatch,Low
F000925,C13443,2023-05-08,Location Mismatch,Low
F000926,C13513,2023-01-20,High Amount,High
F000927,C14556,2023-07-21,Multiple Transactions,Low
F000928,C08690,2023-03-03,High Amount,High
F000929,C10825,2023-03-10,Multiple Transactions,High
F000930,C06833,2023-04-11,Multiple Transactions,Low
